"order_id","cliente_id_order","seller_id_order","date_order","total_price","pay_method","status"
252,43,14,"2025-01-12",281.09,credito,CONCLUIDO
253,63,9,"2025-05-01",1539.70,debito,CONCLUIDO
254,50,13,"2026-04-28",2019.80,debito,CONCLUIDO
255,39,10,"2025-03-21",470.65,debito,CONCLUIDO
256,16,10,"2026-06-17",220.00,credito,CONCLUIDO
257,63,13,"2026-04-02",249.90,pix,CONCLUIDO
258,41,12,"2025-11-12",300.00,debito,CONCLUIDO
259,43,6,"2025-02-16",70.00,credito,CONCLUIDO
260,65,12,"2025-02-02",899.90,credito,CONCLUIDO
261,52,11,"2026-01-19",60.00,credito,CONCLUIDO
262,48,13,"2025-05-17",950.00,debito,CONCLUIDO
263,59,5,"2025-01-24",79.90,credito,CONCLUIDO
264,58,8,"2025-09-11",150.00,credito,CONCLUIDO
265,54,6,"2025-02-02",1799.80,debito,CONCLUIDO
266,21,8,"2025-03-10",90.00,pix,CONCLUIDO
267,9,8,"2025-02-15",249.90,credito,CONCLUIDO
268,9,7,"2026-05-31",79.90,credito,CONCLUIDO
269,55,10,"2025-08-31",691.96,credito,CONCLUIDO
270,64,7,"2026-03-14",1700.00,debito,CONCLUIDO
271,56,13,"2025-11-23",620.79,debito,CONCLUIDO
272,21,8,"2025-11-04",180.00,debito,CONCLUIDO
273,32,13,"2026-06-27",150.00,pix,CONCLUIDO
274,65,12,"2026-01-15",220.00,pix,CONCLUIDO
275,44,14,"2025-02-10",899.90,pix,CONCLUIDO
276,19,12,"2025-08-02",141.63,credito,CONCLUIDO
277,53,12,"2025-09-06",560.00,debito,CONCLUIDO
278,40,10,"2025-11-12",90.00,credito,CONCLUIDO
279,52,12,"2025-11-24",60.00,pix,CONCLUIDO
280,53,7,"2025-01-17",179.90,credito,CONCLUIDO
281,15,8,"2025-12-04",220.00,pix,CONCLUIDO
282,49,10,"2025-09-21",345.83,credito,CONCLUIDO
283,47,5,"2026-06-21",276.91,pix,CONCLUIDO
284,19,13,"2026-04-12",199.90,credito,CONCLUIDO
285,36,12,"2025-01-17",60.00,pix,CONCLUIDO
286,23,13,"2025-10-21",79.90,pix,CONCLUIDO
287,64,7,"2025-04-20",220.00,pix,CONCLUIDO
288,58,10,"2025-10-01",42.00,credito,CONCLUIDO
289,25,6,"2025-02-02",54.57,pix,CONCLUIDO
290,16,6,"2026-05-27",2909.80,credito,CONCLUIDO
291,20,8,"2026-08-04",70.56,credito,CONCLUIDO
292,48,5,"2025-07-03",220.00,credito,CONCLUIDO
293,51,11,"2025-03-20",220.00,credito,CONCLUIDO
294,49,13,"2025-12-06",865.03,credito,CONCLUIDO
295,59,6,"2025-12-15",626.16,debito,CONCLUIDO
296,20,10,"2026-07-21",199.90,credito,CONCLUIDO
297,55,14,"2025-10-30",250.00,pix,CONCLUIDO
298,26,10,"2025-04-20",150.00,pix,CONCLUIDO
299,12,7,"2025-03-31",249.90,pix,CONCLUIDO
300,7,6,"2025-12-29",359.80,debito,CONCLUIDO
301,6,9,"2026-02-28",387.57,credito,CONCLUIDO
302,14,9,"2025-11-05",81.51,credito,CONCLUIDO
303,56,6,"2026-01-05",359.99,credito,CONCLUIDO
304,57,10,"2026-03-27",580.27,credito,CONCLUIDO
305,50,8,"2026-05-06",143.73,credito,CONCLUIDO
306,37,14,"2025-09-06",869.53,credito,CONCLUIDO
307,43,13,"2025-07-04",235.93,debito,CONCLUIDO
308,58,11,"2026-05-27",470.42,pix,CONCLUIDO
309,36,14,"2026-02-15",55.93,debito,CONCLUIDO
310,50,13,"2026-09-01",220.00,pix,CONCLUIDO
311,47,14,"2025-02-15",1503.78,debito,CONCLUIDO
312,50,14,"2025-08-15",180.00,credito,CONCLUIDO
313,38,7,"2025-12-20",150.00,pix,CONCLUIDO
314,13,7,"2025-12-23",899.90,credito,CONCLUIDO
315,36,6,"2026-03-25",950.00,debito,CONCLUIDO
316,47,6,"2025-06-18",625.81,debito,CONCLUIDO
317,35,8,"2026-02-19",199.90,debito,CONCLUIDO
318,53,14,"2025-07-22",42.47,credito,CONCLUIDO
319,51,6,"2026-08-15",889.77,pix,CONCLUIDO
320,46,10,"2026-09-04",850.00,credito,PENDENTE
321,17,9,"2026-08-28",928.20,pix,CONCLUIDO
322,44,7,"2026-08-12",90.00,credito,CONCLUIDO
323,47,7,"2026-07-23",650.00,pix,CONCLUIDO
324,45,5,"2026-01-03",440.00,pix,CONCLUIDO
325,38,12,"2026-02-23",159.80,debito,CONCLUIDO
326,11,14,"2025-02-01",109.87,pix,CONCLUIDO
327,42,12,"2026-07-17",100.00,debito,CONCLUIDO
328,29,13,"2025-02-12",617.65,debito,CONCLUIDO
329,54,8,"2025-11-01",1656.06,pix,CONCLUIDO
330,13,8,"2025-08-03",1700.00,debito,CONCLUIDO
331,33,7,"2025-05-23",1030.84,pix,CONCLUIDO
332,24,9,"2026-08-10",532.32,credito,CONCLUIDO
333,14,8,"2025-05-30",440.00,debito,CONCLUIDO
334,37,7,"2026-08-15",42.00,debito,CONCLUIDO
335,55,6,"2026-02-17",929.90,debito,CONCLUIDO
336,60,6,"2026-04-15",2000.00,debito,CONCLUIDO
337,37,9,"2025-11-27",179.90,credito,CONCLUIDO
338,56,10,"2025-02-19",1752.98,pix,CONCLUIDO
339,16,12,"2026-04-13",1152.78,pix,CONCLUIDO
340,47,7,"2025-02-23",1045.10,credito,CONCLUIDO
341,10,7,"2026-08-31",180.00,debito,CONCLUIDO
342,61,11,"2025-05-16",60.00,credito,CONCLUIDO
343,12,10,"2026-01-12",1799.80,credito,CONCLUIDO
344,47,7,"2025-03-12",179.90,debito,CONCLUIDO
345,52,8,"2025-06-05",283.00,credito,CONCLUIDO
346,33,10,"2026-08-31",100.00,pix,CONCLUIDO
347,52,14,"2025-10-19",367.49,debito,CONCLUIDO
348,18,11,"2025-10-30",2699.70,debito,CONCLUIDO
349,13,8,"2026-05-27",478.55,debito,CONCLUIDO
350,26,7,"2026-09-05",249.90,debito,PENDENTE
